"РР”";"Р§Р›Р’Рљ_РР”";"РќРћРњР•Р _Р”РћРљРЈРњР•РќРўРђ";"РћР¦Р•РќРљРђ";"РЎР РћРљ_РЎР”РђР§Р";"Р”РђРўРђ";"РЎР­РЎ_РР”";"РўР’_РР”";"РљРўРћ_РЎРћР—Р”РђР›";"РљРћР“Р”Рђ_РЎРћР—Р”РђР›";"РљРўРћ_РР—РњР•РќРР›";"РљРћР“Р”Рђ_РР—РњР•РќРР›";"Р’Р•Р”_РР”";"РЎРћРЎРўРћРЇРќРР•";"РћРўР”_РР”";"Р‘РЈРљР’Рђ";"РџР РРњР•Р§РђРќРР•";"Р‘РђР›Р›Р«"
1216700;146462;"41993";"2";;2010-06-09 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;РЅРµР°РєС‚СѓР°Р»СЊРЅР°;703;FX;;
1216701;146246;"41993";"5";;2010-06-08 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;A;;
1216702;143889;"41993";"2";;2010-05-05 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;РЅРµР°РєС‚СѓР°Р»СЊРЅР°;703;FX;;
1216703;146107;"41993";"4";;2010-06-08 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;B;;
1216704;146064;"41993";"5";;2010-06-08 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;A;;
1212315;146462;"85138";Р·Р°С‡РµС‚;;2010-05-18 00:00:00.000;271036;2;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1254254;153251;"43501";"4";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254255;153248;"43501";"5";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;A;;
1254256;153238;"43501";"4";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254257;153236;"43501";"4";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;B;;
1254258;153233;"43501";"3";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;E;;
1254259;153261;"43501";"4";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254260;153224;"43501";"3";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;D;;
1254261;151985;"43501";"4";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254262;151821;"43501";"3";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;D;;
1254263;153232;"43501";"4";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;B;;
1254264;153285;"43501";"2";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;РЅРµР°РєС‚СѓР°Р»СЊРЅР°;703;FX;;
1254265;153355;"43501";"5";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;A;;
1254266;153344;"43501";"3";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;E;;
1254267;153341;"43501";"4";;2010-06-23 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254286;148973;"43502";"2";;2010-05-30 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;FX;;
1254287;153292;"43502";"4";;2010-06-24 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254288;153291;"43502";"5";;2010-06-26 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;A;;
1254289;153354;"43502";"2";;2010-06-24 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;РЅРµР°РєС‚СѓР°Р»СЊРЅР°;703;FX;;
1254290;153351;"43502";"4";;2010-06-29 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;B;;
1254291;153349;"43502";"4";;2010-06-24 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254292;153347;"43502";"4";;2010-06-24 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254293;153345;"43502";"3";;2010-06-26 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;E;;
1254294;153340;"43502";"4";;2010-06-24 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254295;153331;"43502";"4";;2010-06-24 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;C;;
1254296;153330;"43502";"2";;2010-06-04 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;FX;;
1254297;153247;"43502";"3";;2010-06-24 00:00:00.000;270716;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;E;;
1216904;153248;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216905;153238;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216906;153237;"41997";РЅРµР·Р°С‡;;2010-06-09 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216907;153236;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216908;153233;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216909;153261;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216910;153260;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216911;153253;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216912;153230;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216913;153228;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216914;153224;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216915;151985;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216711;145617;"41993";"4";;2010-06-08 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;B;;
1216712;145600;"41993";"5";;2010-06-08 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;A;;
1216713;145457;"41993";"2";;2010-05-05 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;РЅРµР°РєС‚СѓР°Р»СЊРЅР°;703;FX;;
1216714;142209;"41993";"4";;2010-06-08 00:00:00.000;271059;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;B;;
1216869;148973;"42000";РЅРµР·Р°С‡;;2010-05-04 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216870;153292;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216871;153291;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216872;153354;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216873;153351;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216874;153349;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216875;153347;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216876;153345;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216877;153340;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216878;153331;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216879;153330;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216880;153247;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216881;153246;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216882;153245;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216883;153243;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216884;153242;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216885;153241;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216886;153235;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216887;153256;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216888;153290;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216889;153287;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216890;152048;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216891;151327;"42000";РЅРµР·Р°С‡;;2010-06-09 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216892;152187;"42000";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216894;151821;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216895;153232;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216896;153285;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216897;153355;"41997";Р·Р°С‡РµС‚;;2010-06-07 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216898;153344;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216899;153341;"41997";Р·Р°С‡РµС‚;;2010-06-08 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1216900;153338;"41997";Р·Р°С‡РµС‚;;2010-06-07 00:00:00.000;270668;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1212691;148973;"41787";РЅРµР·Р°С‡;;2010-06-07 00:00:00.000;270682;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1212692;153292;"41787";Р·Р°С‡РµС‚;;2010-06-05 00:00:00.000;270682;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1212693;153291;"41787";Р·Р°С‡РµС‚;;2010-06-05 00:00:00.000;270682;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1212694;153354;"41787";Р·Р°С‡РµС‚;;2010-06-03 00:00:00.000;270682;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1212695;153351;"41787";Р·Р°С‡РµС‚;;2010-06-03 00:00:00.000;270682;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1212696;153349;"41787";Р·Р°С‡РµС‚;;2010-06-05 00:00:00.000;270682;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1212697;153347;"41787";Р·Р°С‡РµС‚;;2010-06-02 00:00:00.000;270682;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1220128;149068;"42068";РЅРµР·Р°С‡;;2010-06-10 00:00:00.000;275696;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;РЅРµР°РєС‚СѓР°Р»СЊРЅР°;703;;;
1220129;148961;"42068";Р·Р°С‡РµС‚;;2010-06-10 00:00:00.000;275696;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1220130;148922;"42068";Р·Р°С‡РµС‚;;2010-06-10 00:00:00.000;275696;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1220131;148838;"42068";Р·Р°С‡РµС‚;;2010-06-10 00:00:00.000;275696;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1220132;148664;"42068";Р·Р°С‡РµС‚;;2010-06-10 00:00:00.000;275696;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
1220133;145575;"42068";Р·Р°С‡РµС‚;;2010-06-10 00:00:00.000;275696;1;ISU_UCHEB;2011-11-08 00:00:00.000;ISU_UCHEB;2011-11-08 00:00:00.000;;Р°РєС‚СѓР°Р»СЊРЅР°;703;;;
